variant_name,decision_index,time_bucket,state_hash,b0_action_type,new_action_type,b0_action_signature_hash,new_action_signature_hash,estimated_gross_delta,estimated_pref_delta,estimated_duration_delta,affected_rule_ids,rule_state_before,rule_state_after,qwen_audit_reason,controller_reason,official_replay_delta_net,official_replay_delta_gross,official_replay_delta_penalty,delta_label_mode,label_validity,state_compatible,visible_compatible,legal_compatible,regret_label_win_loss_unknown,reason_code,keep_kill_source
B9_gold_current_20260529,50,step_bucket_002,cecfd9c329f4,take_order,take_order,62b25f2846eb,0d746f12b9ff,9.41,2434.56,180.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_bonus"":0.0,""preference_soft_penalty"":-20.0,""ptt_failure_risk_applied"":-0.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-0.0,""ptt_marginal_penalty_applied"":-0.0,""ptt_repair_value"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0},""score"":714.95}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""preference_marginal_penalty"":-971.28,""preference_repair_bonus"":0.0,""preference_repair_value"":4.56,""preference_soft_penalty"":-80.0,""ptt_failure_risk_applied"":-9.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-211.5,""ptt_marginal_penalty_applied"":-971.28,""ptt_repair_value"":4.56,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0,""unknown_soft_risk"":-211.5},""score"":-645.08}",qwen_auditor_called_zero_adjustment,"[""preference_marginal_penalty"",""preference_repair_value"",""preference_soft_penalty"",""ptt_failure_risk_applied"",""ptt_low_confidence_applied"",""ptt_marginal_penalty_applied"",""ptt_repair_value"",""unknown_soft_risk""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,same_action_type_signature_changed_with_controller_score,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,51,step_bucket_002,d8491d6ca986,take_order,wait,1a0170fa84bf,d21187e2ae3b,-276.33,-20.0,-243.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_bonus"":0.0,""preference_soft_penalty"":-20.0,""ptt_failure_risk_applied"":-0.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-0.0,""ptt_marginal_penalty_applied"":-0.0,""ptt_repair_value"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0},""score"":444.77}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""preference_marginal_penalty"":-0.0,""preference_repair_value"":7837.5,""ptt_repair_value"":7837.5,""ptt_wait_penalty_applied"":-0.0,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""unknown_soft_risk"":-0.0},""score"":7837.5}",qwen_auditor_called_zero_adjustment,"[""preference_repair_value"",""ptt_repair_value""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,action_type_changed_take_order_to_wait,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,52,step_bucket_002,391385593662,wait,wait,d21187e2ae3b,5247ca4e3b2d,0.0,1.0,275.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_value"":0.0,""ptt_wait_penalty_applied"":-0.0,""qwen_audit_adjustment_applied"":0.0},""score"":0.0}","{""preference_components"":{""macro_task_repair_value"":744.0,""rest_guard"":1.0},""score"":0.0}",qwen_auditor_called_zero_adjustment,"[""macro_task_repair_value""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,same_action_type_signature_changed_with_controller_score,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,53,step_bucket_002,5c15e1e659bf,wait,take_order,d21187e2ae3b,b5427285b925,447.33,2560.41,161.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_value"":0.0,""ptt_wait_penalty_applied"":-0.0,""qwen_audit_adjustment_applied"":0.0},""score"":-35.0}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""preference_marginal_penalty"":-944.28,""preference_repair_bonus"":0.0,""preference_repair_value"":4.56,""preference_soft_penalty"":-77.85,""ptt_failure_risk_applied"":-9.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-292.5,""ptt_marginal_penalty_applied"":-944.28,""ptt_repair_value"":4.56,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0,""unknown_soft_risk"":-292.5},""score"":-522.94}",qwen_auditor_called_zero_adjustment,"[""preference_marginal_penalty"",""preference_repair_value"",""preference_soft_penalty"",""ptt_failure_risk_applied"",""ptt_low_confidence_applied"",""ptt_marginal_penalty_applied"",""ptt_repair_value"",""unknown_soft_risk""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,action_type_changed_wait_to_take_order,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,54,step_bucket_002,a72cba32cc2a,wait,take_order,fb1625e4e5f2,6badf7d1ddba,410.27,2561.56,-28.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""macro_task_repair_value"":744.0,""rest_guard"":1.0},""score"":0.0}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""preference_marginal_penalty"":-944.28,""preference_repair_bonus"":0.0,""preference_repair_value"":4.56,""preference_soft_penalty"":-80.0,""ptt_failure_risk_applied"":-9.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-292.5,""ptt_marginal_penalty_applied"":-944.28,""ptt_repair_value"":4.56,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0,""unknown_soft_risk"":-292.5},""score"":-642.85}",qwen_auditor_called_zero_adjustment,"[""preference_marginal_penalty"",""preference_repair_value"",""preference_soft_penalty"",""ptt_failure_risk_applied"",""ptt_low_confidence_applied"",""ptt_marginal_penalty_applied"",""ptt_repair_value"",""unknown_soft_risk""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,action_type_changed_wait_to_take_order,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,55,step_bucket_002,dc264a223fe5,take_order,wait,1d2bee30665b,d21187e2ae3b,-440.83,-20.0,-192.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_bonus"":0.0,""preference_soft_penalty"":-20.0,""ptt_failure_risk_applied"":-0.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-0.0,""ptt_marginal_penalty_applied"":-0.0,""ptt_repair_value"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0},""score"":750.71}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""preference_marginal_penalty"":-0.0,""preference_repair_value"":6231.88,""ptt_repair_value"":6231.88,""ptt_wait_penalty_applied"":-0.0,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""unknown_soft_risk"":-0.0},""score"":6231.88}",qwen_auditor_called_zero_adjustment,"[""preference_repair_value"",""ptt_repair_value""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,action_type_changed_take_order_to_wait,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,56,step_bucket_002,83a83286a939,take_order,wait,5b310bb07d55,d21187e2ae3b,-419.38,-20.0,-353.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_bonus"":0.0,""preference_soft_penalty"":-20.0,""ptt_failure_risk_applied"":-0.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-0.0,""ptt_marginal_penalty_applied"":-0.0,""ptt_repair_value"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0},""score"":615.71}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""preference_marginal_penalty"":-0.0,""preference_repair_value"":6231.88,""ptt_repair_value"":6231.88,""ptt_wait_penalty_applied"":-0.0,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""unknown_soft_risk"":-0.0},""score"":6196.88}",qwen_auditor_called_zero_adjustment,"[""preference_repair_value"",""ptt_repair_value""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,action_type_changed_take_order_to_wait,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,57,step_bucket_002,aa18090f79d5,wait,wait,d21187e2ae3b,14fe17d103af,0.0,1.0,245.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_value"":0.0,""ptt_wait_penalty_applied"":-0.0,""qwen_audit_adjustment_applied"":0.0},""score"":0.0}","{""preference_components"":{""macro_task_repair_value"":744.0,""rest_guard"":1.0},""score"":0.0}",qwen_auditor_called_zero_adjustment,"[""macro_task_repair_value""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,same_action_type_signature_changed_with_controller_score,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,58,step_bucket_002,c105de6815f4,wait,reposition,56b2a73dd2c3,de259c1cbd5e,0.0,-1.0,-1272.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""macro_task_repair_value"":3100.0,""rest_guard"":1.0},""score"":0.0}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""macro_task_repair_value"":63.03,""preference_marginal_penalty"":-0.0,""preference_repair_value"":4280.07,""ptt_repair_value"":4140.0,""ptt_reposition_penalty_applied"":-0.0,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""unknown_soft_risk"":-0.0},""score"":4215.24}",qwen_auditor_called_zero_adjustment,"[""macro_task_repair_value"",""preference_repair_value"",""ptt_repair_value""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,action_type_changed_wait_to_reposition,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,59,step_bucket_002,edc0f4015c4d,wait,wait,34b4b968321a,4eeb36c52546,0.0,-1.0,-432.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""macro_task_repair_value"":744.0,""rest_guard"":1.0},""score"":0.0}","{""preference_components"":{""macro_task_repair_value"":0.0},""score"":0.0}",qwen_auditor_called_zero_adjustment,[],,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,same_action_type_signature_changed,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,60,step_bucket_002,ba6bbb55d59f,take_order,take_order,7680c94fc378,ae69769a0709,-32.3,2542.56,-242.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_bonus"":0.0,""preference_soft_penalty"":-20.0,""ptt_failure_risk_applied"":-0.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-0.0,""ptt_marginal_penalty_applied"":-0.0,""ptt_repair_value"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0},""score"":631.42}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""preference_marginal_penalty"":-944.28,""preference_repair_bonus"":0.0,""preference_repair_value"":4.56,""preference_soft_penalty"":-80.0,""ptt_failure_risk_applied"":-9.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-292.5,""ptt_marginal_penalty_applied"":-944.28,""ptt_repair_value"":4.56,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0,""unknown_soft_risk"":-292.5},""score"":-556.52}",qwen_auditor_called_zero_adjustment,"[""preference_marginal_penalty"",""preference_repair_value"",""preference_soft_penalty"",""ptt_failure_risk_applied"",""ptt_low_confidence_applied"",""ptt_marginal_penalty_applied"",""ptt_repair_value"",""unknown_soft_risk""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,same_action_type_signature_changed_with_controller_score,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,61,step_bucket_002,f33820a1e3c2,wait,take_order,d21187e2ae3b,224cf6b288ab,242.98,2562.56,233.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_value"":0.0,""ptt_wait_penalty_applied"":-0.0,""qwen_audit_adjustment_applied"":0.0},""score"":0.0}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""preference_marginal_penalty"":-944.28,""preference_repair_bonus"":0.0,""preference_repair_value"":4.56,""preference_soft_penalty"":-80.0,""ptt_failure_risk_applied"":-9.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-292.5,""ptt_marginal_penalty_applied"":-944.28,""ptt_repair_value"":4.56,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0,""unknown_soft_risk"":-292.5},""score"":-913.18}",qwen_auditor_called_zero_adjustment,"[""preference_marginal_penalty"",""preference_repair_value"",""preference_soft_penalty"",""ptt_failure_risk_applied"",""ptt_low_confidence_applied"",""ptt_marginal_penalty_applied"",""ptt_repair_value"",""unknown_soft_risk""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,action_type_changed_wait_to_take_order,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,62,step_bucket_002,61082a4546a7,wait,wait,d21187e2ae3b,cc9833fc73b3,0.0,1.0,1279.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_value"":0.0,""ptt_wait_penalty_applied"":-0.0,""qwen_audit_adjustment_applied"":0.0},""score"":-35.0}","{""preference_components"":{""macro_task_repair_value"":3100.0,""rest_guard"":1.0},""score"":0.0}",qwen_auditor_called_zero_adjustment,"[""macro_task_repair_value""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,same_action_type_signature_changed_with_controller_score,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,63,step_bucket_002,7e156dbd4236,wait,wait,d1f28c155574,34b4b968321a,0.0,0.0,13.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""macro_task_repair_value"":744.0,""rest_guard"":1.0},""score"":0.0}","{""preference_components"":{""macro_task_repair_value"":744.0,""rest_guard"":1.0},""score"":0.0}",qwen_auditor_called_zero_adjustment,"[""macro_task_repair_value""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,same_action_type_signature_changed_with_controller_score,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,64,step_bucket_002,9ccc703c2435,take_order,take_order,4aea34558f9c,4233e8ff2ae3,13.74,2514.41,-185.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_bonus"":0.0,""preference_soft_penalty"":-20.0,""ptt_failure_risk_applied"":-0.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-0.0,""ptt_marginal_penalty_applied"":-0.0,""ptt_repair_value"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0},""score"":620.87}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""preference_marginal_penalty"":-944.28,""preference_repair_bonus"":0.0,""preference_repair_value"":4.56,""preference_soft_penalty"":-51.85,""ptt_failure_risk_applied"":-9.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-292.5,""ptt_marginal_penalty_applied"":-944.28,""ptt_repair_value"":4.56,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0,""unknown_soft_risk"":-292.5},""score"":-420.95}",qwen_auditor_called_zero_adjustment,"[""preference_marginal_penalty"",""preference_repair_value"",""preference_soft_penalty"",""ptt_failure_risk_applied"",""ptt_low_confidence_applied"",""ptt_marginal_penalty_applied"",""ptt_repair_value"",""unknown_soft_risk""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,same_action_type_signature_changed_with_controller_score,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,65,step_bucket_002,98f21d1080e8,take_order,take_order,e676a36678d5,7d1bdc3345c0,109.6,2542.56,114.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_bonus"":0.0,""preference_soft_penalty"":-20.0,""ptt_failure_risk_applied"":-0.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-0.0,""ptt_marginal_penalty_applied"":-0.0,""ptt_repair_value"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0},""score"":583.68}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""preference_marginal_penalty"":-944.28,""preference_repair_bonus"":0.0,""preference_repair_value"":4.56,""preference_soft_penalty"":-80.0,""ptt_failure_risk_applied"":-9.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-292.5,""ptt_marginal_penalty_applied"":-944.28,""ptt_repair_value"":4.56,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0,""unknown_soft_risk"":-292.5},""score"":-611.54}",qwen_auditor_called_zero_adjustment,"[""preference_marginal_penalty"",""preference_repair_value"",""preference_soft_penalty"",""ptt_failure_risk_applied"",""ptt_low_confidence_applied"",""ptt_marginal_penalty_applied"",""ptt_repair_value"",""unknown_soft_risk""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,same_action_type_signature_changed_with_controller_score,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,66,step_bucket_002,620fde88e87c,wait,take_order,d21187e2ae3b,49ebcc74654d,144.1,2530.75,38.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_value"":0.0,""ptt_wait_penalty_applied"":-0.0,""qwen_audit_adjustment_applied"":0.0},""score"":0.0}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""preference_marginal_penalty"":-944.28,""preference_repair_bonus"":0.0,""preference_repair_value"":4.56,""preference_soft_penalty"":-48.19,""ptt_failure_risk_applied"":-9.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-292.5,""ptt_marginal_penalty_applied"":-944.28,""ptt_repair_value"":4.56,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0,""unknown_soft_risk"":-292.5},""score"":-953.42}",qwen_auditor_called_zero_adjustment,"[""preference_marginal_penalty"",""preference_repair_value"",""preference_soft_penalty"",""ptt_failure_risk_applied"",""ptt_low_confidence_applied"",""ptt_marginal_penalty_applied"",""ptt_repair_value"",""unknown_soft_risk""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,action_type_changed_wait_to_take_order,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,68,step_bucket_002,95d710024c11,wait,wait,60d56dac98de,086cfee5ba86,0.0,0.0,25.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""macro_task_repair_value"":744.0,""rest_guard"":1.0},""score"":0.0}","{""preference_components"":{""macro_task_repair_value"":744.0,""rest_guard"":1.0},""score"":0.0}",qwen_auditor_called_zero_adjustment,"[""macro_task_repair_value""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,same_action_type_signature_changed_with_controller_score,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,69,step_bucket_002,86883f29dc5a,take_order,take_order,d17922196426,f27aa25c1d39,-245.92,2511.69,-437.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_bonus"":0.0,""preference_soft_penalty"":-20.0,""ptt_failure_risk_applied"":-0.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-0.0,""ptt_marginal_penalty_applied"":-0.0,""ptt_repair_value"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0},""score"":716.72}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""preference_marginal_penalty"":-944.28,""preference_repair_bonus"":0.0,""preference_repair_value"":4.56,""preference_soft_penalty"":-49.13,""ptt_failure_risk_applied"":-9.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-292.5,""ptt_marginal_penalty_applied"":-944.28,""ptt_repair_value"":4.56,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0,""unknown_soft_risk"":-292.5},""score"":-648.01}",qwen_auditor_called_zero_adjustment,"[""preference_marginal_penalty"",""preference_repair_value"",""preference_soft_penalty"",""ptt_failure_risk_applied"",""ptt_low_confidence_applied"",""ptt_marginal_penalty_applied"",""ptt_repair_value"",""unknown_soft_risk""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,same_action_type_signature_changed_with_controller_score,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,70,step_bucket_002,d5ac931067ef,wait,take_order,d21187e2ae3b,69852e8656f9,347.64,2562.56,263.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_value"":0.0,""ptt_wait_penalty_applied"":-0.0,""qwen_audit_adjustment_applied"":0.0},""score"":0.0}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""preference_marginal_penalty"":-944.28,""preference_repair_bonus"":0.0,""preference_repair_value"":4.56,""preference_soft_penalty"":-80.0,""ptt_failure_risk_applied"":-9.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-292.5,""ptt_marginal_penalty_applied"":-944.28,""ptt_repair_value"":4.56,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0,""unknown_soft_risk"":-292.5},""score"":-756.93}",qwen_auditor_called_zero_adjustment,"[""preference_marginal_penalty"",""preference_repair_value"",""preference_soft_penalty"",""ptt_failure_risk_applied"",""ptt_low_confidence_applied"",""ptt_marginal_penalty_applied"",""ptt_repair_value"",""unknown_soft_risk""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,action_type_changed_wait_to_take_order,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,72,step_bucket_003,f7e1144822cd,wait,wait,cbbf9f12b8d2,d21187e2ae3b,0.0,-1.0,-316.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""macro_task_repair_value"":744.0,""rest_guard"":1.0},""score"":0.0}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""preference_marginal_penalty"":-0.0,""preference_repair_value"":6231.88,""ptt_repair_value"":6231.88,""ptt_wait_penalty_applied"":-0.0,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""unknown_soft_risk"":-0.0},""score"":6196.88}",qwen_auditor_called_zero_adjustment,"[""preference_repair_value"",""ptt_repair_value""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,same_action_type_signature_changed_with_controller_score,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,73,step_bucket_003,b5fb7363e3f9,take_order,wait,78d99ed0cc99,22a0f3cd257d,-421.76,-19.0,-145.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_bonus"":0.0,""preference_soft_penalty"":-20.0,""ptt_failure_risk_applied"":-0.0,""ptt_lost_repair_window_applied"":-0.0,""ptt_low_confidence_applied"":-0.0,""ptt_marginal_penalty_applied"":-0.0,""ptt_repair_value"":0.0,""qwen_audit_adjustment_applied"":0.0,""rest_window_penalty"":-0.0},""score"":576.56}","{""preference_components"":{""macro_task_repair_value"":744.0,""rest_guard"":1.0},""score"":0.0}",qwen_auditor_called_zero_adjustment,"[""macro_task_repair_value""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,action_type_changed_take_order_to_wait,needs_official_suffix_replay_before_tuning
B9_gold_current_20260529,74,step_bucket_003,60dedfb9b5bf,wait,reposition,d21187e2ae3b,8675c7e0eac6,0.0,0.0,-121.0,"[""048e665ca9b7"",""355f8f7bf174"",""36e6d8533839"",""5898067122eb"",""67a434f963f5"",""69c10ceb2dd4"",""e90080a0e2da""]","{""preference_components"":{""preference_repair_value"":0.0,""ptt_wait_penalty_applied"":-0.0,""qwen_audit_adjustment_applied"":0.0},""score"":0.0}","{""preference_components"":{""lost_repair_window_cost"":-0.0,""macro_task_repair_value"":55.75,""preference_marginal_penalty"":-0.0,""preference_repair_value"":4263.89,""ptt_repair_value"":4140.0,""ptt_reposition_penalty_applied"":-0.0,""qwen_audit_adjustment"":0.0,""qwen_audit_adjustment_applied"":0.0,""unknown_soft_risk"":-0.0},""score"":4205.57}",qwen_auditor_called_zero_adjustment,"[""macro_task_repair_value"",""preference_repair_value"",""ptt_repair_value""]",,,,trace_alignment_without_suffix_replay,diagnostic_not_official_counterfactual,False,False,True,unknown,action_type_changed_wait_to_reposition,needs_official_suffix_replay_before_tuning
